,business_status,icon,icon_background_color,icon_mask_base_uri,name,photos,place_id,price_level,rating,reference,scope,types,user_ratings_total,vicinity,geometry.location.lat,geometry.location.lng,geometry.viewport.northeast.lat,geometry.viewport.northeast.lng,geometry.viewport.southwest.lat,geometry.viewport.southwest.lng,opening_hours.open_now,plus_code.compound_code,plus_code.global_code,permanently_closed
10,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,El Sexto Sol,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104861236271012252961"">Aviva Bergman</a>'], 'photo_reference': 'AelY_CvStjFi0FegSdsWT7MVejjXiQr40Il_-88Nut0in0CPkLj4W7b0bjSZcx1HY6FaFAO4sUBa_GElxVPH4Sw92sYl17XC2ja1XEhJl771xqojmDs3OPYUtr_Vi75fPIrSzr9Nckrk9riNd1ztpdB1lJWbyKjbAdPRkIhFqfwrnPKiwE6e', 'width': 1920}]",ChIJ4V1Fud4nQg0R9XTBEAOd6YE,,3.9,ChIJ4V1Fud4nQg0R9XTBEAOd6YE,GOOGLE,"['bakery', 'liquor_store', 'bar', 'restaurant', 'store', 'food', 'point_of_interest', 'establishment']",179.0,"Avenida de Oporto, 73, Madrid",40.3870414,-3.7298254,40.3884902802915,-3.728511369708497,40.3857923197085,-3.731209330291502,True,"97PC+R3 Madrid, Spain",8CGR97PC+R3,
11,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Taberna El Tapeo,"[{'height': 1536, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115345344337442738406"">Elena Rodriguez Fernandez</a>'], 'photo_reference': 'AelY_Cvr7HCP24ETmG4GRUKNBKl1EeC7iH7xAWdTDagG72NeWWC2GIsMZ1t5zYVCUpIi7wa4ERHHjOaqM2p74hT1zm7Y9UaNFj1vDosXiokbVfdm5xnClYbMuR4yL_LCuYQce1VCG6D9O1cHavTXG6fym_Qk40YKs3vvTzPurJFpJC9YGNjf', 'width': 1536}]",ChIJL7NpJZ4nQg0RIzZmR-nbczw,,4.1,ChIJL7NpJZ4nQg0RIzZmR-nbczw,GOOGLE,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",13.0,"Plaza de San Vicente de Paúl, 5, Madrid",40.3851896,-3.7270474,40.3863859302915,-3.725636369708499,40.3836879697085,-3.728334330291503,False,"97PF+35 Madrid, Spain",8CGR97PF+35,
12,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante peruano Barberdanger,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114216335998231955897"">gonzalo mejias</a>'], 'photo_reference': 'AelY_CtWmOZCUBXF0ffvGsdvK_RTRyhJgltF5cL_dp1HilVxplkVfZmQ3xgC_3O-Pd_RussXGf7JXIy-pa8Zt2moldgUkvCOOQ14txmX9Sj3fPyNBTzrkglrw_Yow7gu8vqmDhLeopXnni2n6-XjVlu0zL0KtHTreG3XIeIyItcq-3FHWi4d', 'width': 3024}]",ChIJafNu2lUnQg0RviYAKCpZDZA,,2.3,ChIJafNu2lUnQg0RviYAKCpZDZA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",37.0,"Plaza de San Vicente de Paúl, 5, Madrid",40.3851896,-3.7270474,40.3863859302915,-3.725636369708499,40.3836879697085,-3.728334330291503,False,"97PF+35 Madrid, Spain",8CGR97PF+35,
13,CLOSED_TEMPORARILY,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Restaurante Indio Hut,"[{'height': 1080, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109225337236903006724"">mauro camacho</a>'], 'photo_reference': 'AelY_Cs_w26h_yZBG8nEnznixqshIVv2TZdx6IPH_hH62hvhZ6xQ_ewxpseO8xK2B-LRT2pIydJ3J7Bcf50E3jxsFLcpgX8Wu2i3PFUUY32Xyz2he6OqPYAyDBn71N3MZyLkSuOHSFqmYEsLLk4gt0nFBHGBfkCs4y4u5TafENYQj5zoNTO8', 'width': 1920}]",ChIJd141k5YnQg0RO5dk-W-XlZ8,1.0,3.3,ChIJd141k5YnQg0RO5dk-W-XlZ8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",25.0,"Plaza de San Vicente de Paúl, 5, Madrid",40.3851378,-3.7269646,40.38636668029149,-3.725566819708498,40.3836687197085,-3.728264780291502,,"97PF+36 Madrid, Spain",8CGR97PF+36,True
14,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La paceñita,"[{'height': 2848, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117912421106754740425"">Agustin Alvarez</a>'], 'photo_reference': 'AelY_CupURJ0luQkokGr6DKgcC-uRTUVl1FvR_J2CwKZ06uUP8FcJC_5ot85EjhgvVhuR5Q_hO9jjsSYSKPRm-cW0LMF7zl8c5Y0fPQ_ztlCiyizA9mIn-FMUR97lnpzvT3dZCLOzYrrayEDMVdSRMVdPumiaJg_n1BeJ8oCcwfDOcahf785', 'width': 1424}]",ChIJradfVAInQg0RTCTox1Nx7Dw,,3.0,ChIJradfVAInQg0RTCTox1Nx7Dw,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",14.0,"Calle Castro de Oro, 16, Madrid",40.3887511,-3.729026100000001,40.3900948302915,-3.727616719708499,40.3873968697085,-3.730314680291503,,"97QC+G9 Madrid, Spain",8CGR97QC+G9,
15,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,BAR CAFETERIA CARUL,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100388020532322503431"">BAR CAFETERIA CARUL</a>'], 'photo_reference': 'AelY_Ct3NShXRm6RInSXyqMKBmc82zWq8XZCO4o8E3D5PxA_45kmj-u5ecOTfsdbBCZJxgeOEJgSSmhhJSP_O7bqWRgVLY4l7aUAAXte-cCFCsSgLjYyNgbXoY6LB5I4CFifMl5itLBOO_lnZr1hH5fuEteLaqjduDQWXXxES0hGQIHL64pa', 'width': 4032}]",ChIJvVOXjL0nQg0RBteskUNtqFs,1.0,4.1,ChIJvVOXjL0nQg0RBteskUNtqFs,GOOGLE,"['bar', 'cafe', 'restaurant', 'food', 'store', 'point_of_interest', 'establishment']",138.0,"Avenida de Oporto, 28, LOCAL 50, Madrid",40.3854716,-3.7228555,40.38674658029151,-3.721525769708497,40.38404861970851,-3.724223730291502,True,"97PG+5V Madrid, Spain",8CGR97PG+5V,
16,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Bar LA PIAZZOLA,"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105984853869257970194"">Roberto Muñoz</a>'], 'photo_reference': 'AelY_CuU2nlMNb2tE1XtcyBr0yM9VfDW6CxFkVkowZ6dCuwr0OYJqYTmE-65-j2ukYDHW9MlPuMaiuHrVPXWN7e-cs_tclHKCmea2QcyzTXJ0DGbIrzhcD8w5G6JozMY_xHcGTvcucoK-WHusV3Je-ojFkFhoVvFSqqBcx72KyNDCgppMYdX', 'width': 3024}]",ChIJaeuXFJYnQg0RtiwDipzgy5E,1.0,4.6,ChIJaeuXFJYnQg0RtiwDipzgy5E,GOOGLE,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",943.0,"Avenida de Oporto, 40, Madrid",40.3859098,-3.7239911,40.3870528302915,-3.722693669708498,40.3843548697085,-3.725391630291502,True,"97PG+9C Madrid, Spain",8CGR97PG+9C,
17,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Grande Bar Restaurante,"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104972679476949322843"">paquito grande alama</a>'], 'photo_reference': 'AelY_CvulPagqVTYosKXgKH-wUk9ZyS2__LnvDSkuUze0o2kXjlnhaiQSvGAcIItocBhbfn1fIumd1uZenzEOvcvdcx3TGYw3ASIfbll8pVd5w2vOgC70yyWDZxRTWcKRQ9LDat0x313PwyX4Vn94vkLZoui1Wd36lU0vaoYS12Ro4DIlUKh', 'width': 5312}]",ChIJ94PT_L0nQg0RlytBw6G9Ex4,1.0,4.5,ChIJ94PT_L0nQg0RlytBw6G9Ex4,GOOGLE,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",298.0,"Calle Benito Prieto, 12, Madrid",40.3866623,-3.7225907,40.38797733029151,-3.721201369708497,40.38527936970851,-3.723899330291502,True,"97PG+MX Madrid, Spain",8CGR97PG+MX,
18,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,El Cuadro,"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111949460453842143339"">juan carlos Megia</a>'], 'photo_reference': 'AelY_Ct-vil-VpYWygveevlLvERKkpI3Iaa6CF_7XxvO51dhAJa1ZNKVa7PTvAo_4eVNvizPtoRd12kGwqhwmxVJqd5lC1tPjPA87zwML0_YAnZMuZbMtZzCb4Mlb85aR2chyEAzA3kKae5wOqDe5ThyXSwr7nQeEiY6fPieDKu86qiyOwQ5', 'width': 4032}]",ChIJaeuXFJYnQg0RCiKW7lQ5nXM,1.0,4.4,ChIJaeuXFJYnQg0RCiKW7lQ5nXM,GOOGLE,"['restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",504.0,"Avenida de Oporto, 40, Madrid",40.38574990000001,-3.7243821,40.3869861802915,-3.722964619708497,40.3842882197085,-3.725662580291502,True,"97PG+76 Madrid, Spain",8CGR97PG+76,
19,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/bar_pinlet,Cafe-Bar Restaurante la Vía,"[{'height': 1440, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101670095410873391350"">Cafe-Bar Restaurante la Vía</a>'], 'photo_reference': 'AelY_Cuxiwim622FSH-Y57IuKsxtySqAE3qargD8JauGFRhccsmGUd4rlNQeYbj6xugMYzLCv16BezNgvb9rUcrvr-wJ1xHkTydvMmg8zdu5OWoagek5H8M_12M6H7dmlhIUHUQ-3LixrB9BxaBPemkFOvry5H4fC4B4KDWyWZYagOIxLGDW', 'width': 1440}]",ChIJvfD2CL4nQg0Rvsm8vNJZN8w,1.0,4.0,ChIJvfD2CL4nQg0Rvsm8vNJZN8w,GOOGLE,"['night_club', 'restaurant', 'food', 'bar', 'point_of_interest', 'establishment']",257.0,"Calle de la Vía, 1, Madrid",40.3870411,-3.7224532,40.3883624802915,-3.721134469708497,40.3856645197085,-3.723832430291501,True,"97PH+R2 Madrid, Spain",8CGR97PH+R2,
20,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,Estambul Kebab,"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108625106317571033891"">Yesmi Antonio RGZ</a>'], 'photo_reference': 'AelY_CsIW8vxYx2KoMfL3FjjRREqAvoTpGhBdlkQcRcikMhOI1I3eTz5G7EfKtQ24rBZTUNnxGCXY65dsWVwTUs9VDkor3e_T5Ttq-_P1k95ieYU19aPggz_-Db-lB3dca7SQTxz0YLxXWEMrQOTz5dpzK0j9vrQlrIF7GOflvZ_-JRyI3ls', 'width': 3000}]",ChIJi37PlS4nQg0RpjwGdH9thJs,,4.0,ChIJi37PlS4nQg0RpjwGdH9thJs,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",80.0,"Calle de la Vía, 10, Madrid",40.3865752,-3.721651,40.3879375302915,-3.720232569708498,40.3852395697085,-3.722930530291502,True,"97PH+J8 Madrid, Spain",8CGR97PH+J8,
21,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Taberna de Jacinto,"[{'height': 3472, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104220223270734283493"">Aida Y</a>'], 'photo_reference': 'AelY_CtBHPDLOherUCe6uxMvVn1xTHq5ho1BgcKAKcZyPwIhpZo5mIT8_IcA_Io1xXHvyJ7_yJXNsEoCJaOX_03thZ_UnY_LfKUWY02rkrYrALZ5nG721F5nUQdJsC9CIoTBB-13Q3C8FN_58taLqKZRJ9UuO30cjF9smdLbCR39M9gTB9y7', 'width': 4624}]",ChIJHY5XENgnQg0R-x22xYK7wZk,,3.5,ChIJHY5XENgnQg0R-x22xYK7wZk,GOOGLE,"['restaurant', 'liquor_store', 'food', 'store', 'bar', 'point_of_interest', 'establishment']",933.0,"Avenida de Oporto, 41, Madrid",40.38574699999999,-3.7265137,40.3870978802915,-3.725113469708497,40.3843999197085,-3.727811430291502,True,"97PF+79 Madrid, Spain",8CGR97PF+79,
22,OPERATIONAL,https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,La Madreña Santa Lucrecia,"[{'height': 2466, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105624913447838240819"">La Madreña Santa Lucrecia</a>'], 'photo_reference': 'AelY_CuszQpuMIU1iUiOT1Ql_fP5_tQJHNOVJeIrRADzFNd0c8KX3tVF9iQf8i6v3NftuaZvyHxz9GNzXV3JIn6s_NnD-p8a4QCP13eizkuWyAXgcBX7a7emDiesXxdpGiF6yNhhWYP6IhDeYGZkrQyx2t8lr_HSLpz5gnoglKiwzyuUJC0K', 'width': 3698}]",ChIJFxKKG7wnQg0RNYE_E60EZ7g,2.0,3.8,ChIJFxKKG7wnQg0RNYE_E60EZ7g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1961.0,"Calle de Santa Lucrecia, 10, Madrid",40.3867295,-3.718810499999999,40.3880066802915,-3.717538069708498,40.3853087197085,-3.720236030291502,True,"97PJ+MF Madrid, Spain",8CGR97PJ+MF,
